minutevol,tropicprice,minuteprice,dmnckprice
854016,0.040286458,0.0371875,0.030742188
2201599.999,0.040286458,0.032734375,0.025429688
2206720,0.051223958,0.036354167,0.024492188
3578880.001,0.049869792,0.031901042,0.029179688
1571840,0.038932292,0.031901042,0.029179688
969728,0.040286458,0.036354167,0.026835938
792576,0.035286458,0.0371875,0.024101563
916480,0.046223958,0.0371875,0.026445313
740352,0.041848958,0.0371875,0.022148438
855040,0.041848958,0.0371875,0.022148438
1597440,0.051223958,0.0371875,0.026054688
5409792.002,0.051223958,0.029609375,0.026054688
801792,0.049348958,0.0371875,0.023710938
888832,0.038411458,0.0371875,0.023710938
1783808,0.051223958,0.035078125,0.023710938
1251328,0.051223958,0.034296875,0.024023438
1673216,0.048098958,0.032161458,0.024023438
1348608,0.047708333,0.033515625,0.024023438
870400,0.046875,0.036354167,0.024023438
3658751.999,0.046875,0.030338542,0.024023438
866304,0.047708333,0.036354167,0.024023438
1107968,0.048098958,0.036354167,0.024023438
1301504,0.040286458,0.035078125,0.024023438
1071104,0.048098958,0.035078125,0.024023438
1276928,0.044140625,0.034244792,0.024023438
1016832,0.044140625,0.036354167,0.024023438
1263616,0.048098958,0.036875,0.024023438
2471935.999,0.043411458,0.034765625,0.024023438
2171904,0.043411458,0.034765625,0.024023438
1092608,0.042630208,0.034765625,0.024023438
1713152,0.042630208,0.038671875,0.024023438
1383424,0.044140625,0.038671875,0.024023438
1027072,0.044140625,0.038984375,0.024023438
1115136,0.044140625,0.04,0.024023438
1076224,0.040286458,0.034765625,0.024023438
6845440.001,0.048098958,0.034765625,0.024023438
934912,0.040286458,0.035078125,0.024023438
1007616,0.038723958,0.044479167,0.024023438
2423808.001,0.038723958,0.039244792,0.024023438
971776,0.038723958,0.038411458,0.024023438
791552,0.048098958,0.043645833,0.024023438
2576384,0.044270833,0.039244792,0.024023438
1168384,0.042395833,0.039244792,0.024023438
945152,0.046223958,0.044479167,0.021757813
3440639.999,0.048098958,0.033307292,0.021757813
598016,0.036041667,0.044479167,0.026445313
731136,0.048098958,0.044479167,0.026445313
906240,0.048098958,0.044479167,0.027226563
2855936,0.048098958,0.033307292,0.024882813
822272,0.048098958,0.044479167,0.024882813
789504,0.044192708,0.044713542,0.024882813
899072,0.044192708,0.044713542,0.027226563
723968,0.046744792,0.043359375,0.027226563
2898943.999,0.044401042,0.039415034,0.027226563
710656,0.048098958,0.040807292,0.021757813
844800,0.048098958,0.043880208,0.027226563
3821567.999,0.044140625,0.041588542,0.024882813
833536,0.048098958,0.044713542,0.023320313
809984,0.046276042,0.044088542,0.026445313
4050943.999,0.048098958,0.038932292,0.027226563
2221055.999,0.046536458,0.038932292,0.028789063
752640,0.046380208,0.036901042,0.023828125
1065984,0.042473958,0.033307292,0.029296875
2736127.999,0.042473958,0.035651042,0.028203125
965632,0.046380208,0.041119792,0.028203125
1182720,0.044739583,0.037630208,0.025390625
3836928.001,0.0425,0.035286458,0.028203125
803840,0.049817708,0.043645833,0.029960938
3823616.002,0.049817708,0.038723958,0.035429688
822272,0.049817708,0.043645833,0.035429688
699392,0.049817708,0.043645833,0.035429688
2781184,0.049817708,0.043411458,0.035429688
688128,0.049817708,0.043645833,0.035429688
1311744,0.049817708,0.043645833,0.035429688
1808384,0.049817708,0.041848958,0.033867188
755712,0.049817708,0.043645833,0.033867188
4009984,0.049817708,0.038411458,0.033867188
713728,0.049817708,0.043645833,0.033671875
860160,0.049817708,0.043645833,0.032109375
735232,0.049817708,0.043645833,0.032304688
2762752,0.049817708,0.040286458,0.032304688
555008,0.049817708,0.043645833,0.031523438
859136,0.049817708,0.043645833,0.031523438
1190912,0.051432292,0.043645833,0.031523438
3814400.001,0.051432292,0.038723958,0.035429688
806912,0.04765625,0.042804569,0.026445313
578560,0.050260417,0.043645833,0.029960938
2905087.999,0.050260417,0.038723958,0.029960938
693248,0.049827752,0.042552083,0.027617188
3697664,0.051047546,0.037630208,0.025273438
1086464,0.049345333,0.037630208,0.029960938
1192960,0.049524841,0.042552083,0.035429688
2202624,0.046744792,0.037630208,0.030351563
1124352,0.044140625,0.037630208,0.026445313
1688576,0.039453125,0.034140625,0.029179688
1307648,0.042057292,0.034140625,0.026445313
1649664,0.046744792,0.034140625,0.026445313
924672,0.043619792,0.035546875,0.022148438
1126400,0.043619792,0.035546875,0.028398438
4337663.999,0.042057292,0.034140625,0.028398438
1229824,0.042057292,0.035546875,0.025273438
1250304,0.038151042,0.034739583,0.026054688
897024,0.046744792,0.034739583,0.028398438
1147904,0.046744792,0.034739583,0.028398438
3428352.001,0.046744792,0.034140625,0.029179688
733184,0.046744792,0.035546875,0.021757813
2007040,0.045182292,0.035546875,0.028398438
11359232,0.045182292,0.031796875,0.028398438
3147775.999,0.033463542,0.031796875,0.026835938
1202176,0.045182292,0.035546875,0.026835938
996352,0.037369792,0.032682292,0.025273438
863232,0.045182292,0.032265625,0.020585938
1119232,0.037369792,0.032265625,0.027617188
2248703.999,0.037369792,0.032265625,0.026445313
12247039.99,0.045182292,0.027578125,0.027617188
1288192,0.039713542,0.032682292,0.027617188
905216,0.037369792,0.032682292,0.026054688
2776064,0.037369792,0.028776042,0.022695313
1759232,0.045182292,0.032682292,0.022929688
5515264.001,0.045182292,0.030338542,0.026054688
1955840,0.037369792,0.030338542,0.026054688
1006592,0.037369792,0.032682292,0.025273438
1197056,0.035286458,0.032682292,0.024101563
855040,0.043098958,0.032682292,0.024882813
993280,0.038932292,0.032682292,0.020585938
812032,0.038932292,0.032682292,0.020585938
2377728,0.045182292,0.032682292,0.024492188
10462208,0.045182292,0.027213542,0.024492188
1379328,0.045182292,0.032682292,0.023710938
1008640,0.037369792,0.032682292,0.023710938
2721791.999,0.045182292,0.032682292,0.023710938
929792,0.041276042,0.032682292,0.024023438
2714624,0.045182292,0.031901042,0.024023438
1546240,0.045182292,0.031119792,0.024023438
1435648,0.044791667,0.031119792,0.024023438
22118400,0.044791667,0.030338542,0.024023438
1263616,0.044791667,0.032682292,0.024023438
3805184.001,0.044791667,0.028776042,0.024023438
1378304,0.044791667,0.032682292,0.024023438
1210368,0.045182292,0.032682292,0.024023438
1382400,0.037369792,0.032682292,0.024023438
1108992,0.045182292,0.032682292,0.024023438
1148928,0.044140625,0.032682292,0.024023438
1095680,0.044140625,0.032682292,0.024023438
1144832,0.045182292,0.032682292,0.024023438
1884160,0.040494792,0.032682292,0.024023438
1297408,0.040494792,0.032682292,0.024023438
1031168,0.039713542,0.032526042,0.024023438
1719296,0.039713542,0.036432292,0.024023438
1606656,0.043359375,0.036432292,0.024023438
1328128,0.043359375,0.036588542,0.024023438
986112,0.043359375,0.035807292,0.024023438
1223680,0.037369792,0.032682292,0.024023438
14261248,0.044401042,0.032682292,0.024023438
1672192,0.037369792,0.032682292,0.024023438
1319936,0.035807292,0.039453125,0.024023438
2164736.001,0.035807292,0.036328125,0.024023438
1509376,0.035807292,0.036328125,0.024023438
1651712,0.044401042,0.039453125,0.024023438
2634752,0.041354167,0.036328125,0.024023438
1875968,0.041354167,0.036328125,0.024023438
1043456,0.044401042,0.039453125,0.021757813
4827136,0.044401042,0.029557292,0.021757813
858112,0.033229167,0.039453125,0.024882813
1037312,0.044401042,0.039453125,0.024882813
1017856,0.044401042,0.039453125,0.025664063
4867072.001,0.044401042,0.029557292,0.024882813
1017856,0.044401042,0.039453125,0.024882813
766976,0.041276042,0.040234375,0.024882813
836608,0.041276042,0.040234375,0.025664063
809984,0.044401042,0.040234375,0.025664063
1951744,0.042838542,0.036537589,0.025664063
742400,0.044401042,0.037890625,0.021757813
920576,0.044401042,0.040234375,0.025664063
3955712.001,0.043359375,0.038671875,0.024882813
878592,0.044401042,0.040234375,0.023320313
747520,0.042578125,0.039609375,0.024882813
6559743.999,0.044401042,0.036015625,0.025664063
4043776,0.043619792,0.036015625,0.025117188
1730560,0.044401042,0.033984375,0.022773438
1444864,0.041276042,0.031901042,0.026679688
2417663.999,0.041276042,0.034244792,0.026679688
987136,0.044401042,0.038151042,0.026679688
1385472,0.043619792,0.037630208,0.024335938
4675583.999,0.043359375,0.035286458,0.026679688
538624,0.051484375,0.043645833,0.031132813
4840447.999,0.051484375,0.038723958,0.036601563
539648,0.051484375,0.043645833,0.035429688
578560,0.051484375,0.043645833,0.035429688
2552832,0.051484375,0.043411458,0.036601563
453632,0.051484375,0.043645833,0.036601563
1028096,0.051484375,0.043645833,0.036601563
1772544,0.051484375,0.041848958,0.035039063
484352,0.051484375,0.043645833,0.035039063
3782656,0.051484375,0.038411458,0.035039063
388096,0.051484375,0.043645833,0.03484375
614400,0.051484375,0.043645833,0.03328125
452608,0.051484375,0.043645833,0.033476563
2473984.001,0.051484375,0.040286458,0.033476563
462848,0.051484375,0.043645833,0.031523438
629760,0.051484375,0.043645833,0.031523438
412672,0.051432292,0.043645833,0.031523438
3429376.001,0.051432292,0.038723958,0.036601563
374784,0.04765625,0.043130874,0.027617188
332800,0.050260417,0.043645833,0.031132813
3240959.999,0.050260417,0.038723958,0.031132813
410624,0.049848335,0.042552083,0.028789063
3460096,0.051061674,0.037630208,0.026445313
742400,0.049529324,0.037630208,0.031132813
1040384,0.049466432,0.042552083,0.035820313
3237888.001,0.046744792,0.037630208,0.030351563
993280,0.044140625,0.037630208,0.026445313
1229824,0.039453125,0.034140625,0.029179688
832512,0.042057292,0.034140625,0.026445313
1125376,0.046744792,0.034140625,0.026445313
764928,0.043619792,0.035546875,0.022148438
657408,0.043619792,0.035546875,0.028398438
3894271.999,0.042057292,0.034140625,0.028398438
882688,0.042057292,0.035546875,0.025273438
1121280,0.038151042,0.034739583,0.026054688
930816,0.046744792,0.034739583,0.028398438
1074176,0.046744792,0.034739583,0.028398438
2877439.999,0.046744792,0.034140625,0.029179688
656384,0.046744792,0.035546875,0.021757813
1213440,0.045182292,0.035546875,0.028398438
6233087.999,0.045182292,0.031796875,0.029179688
1544192,0.033463542,0.031796875,0.026835938
621568,0.045182292,0.035546875,0.026835938
727040,0.037369792,0.035859375,0.026835938
893952,0.045182292,0.035442708,0.022148438
708608,0.037369792,0.035442708,0.029179688
2142207.999,0.039720854,0.035442708,0.026445313
650240,0.047265625,0.0371875,0.026835938
599040,0.047265625,0.0371875,0.026835938
537600,0.040286458,0.0371875,0.030742188
2969599.999,0.040286458,0.032734375,0.025429688
1131520,0.051223958,0.036354167,0.024492188
4529151.998,0.049869792,0.031901042,0.029179688
1148928,0.038932292,0.031901042,0.029179688
537600,0.040286458,0.036354167,0.026835938
481280,0.035286458,0.0371875,0.024101563
463872,0.046223958,0.0371875,0.026445313
532480,0.041848958,0.0371875,0.022148438
477184,0.041848958,0.0371875,0.022148438
1381376,0.051223958,0.0371875,0.026054688
6263808.001,0.051223958,0.029609375,0.026054688
508928,0.049348958,0.0371875,0.023710938
635904,0.038411458,0.0371875,0.023710938
2508800,0.051223958,0.035078125,0.023710938
698368,0.044192708,0.035078125,0.024023438
833536,0.051223958,0.034296875,0.024023438
1125376,0.048098958,0.032161458,0.024023438
898048,0.047708333,0.033515625,0.024023438
14938112,0.047708333,0.031901042,0.024023438
616448,0.046875,0.036354167,0.024023438
4004864,0.046875,0.030338542,0.024023438
491520,0.047708333,0.036354167,0.024023438
584704,0.048098958,0.036354167,0.024023438
2194431.999,0.040286458,0.035078125,0.024023438
840704,0.048098958,0.035078125,0.024023438
751616,0.044140625,0.034244792,0.024023438
579584,0.044140625,0.036354167,0.024023438
521216,0.048098958,0.036875,0.024023438
2666495.999,0.043411458,0.034765625,0.024023438
1246208,0.043411458,0.034765625,0.024023438
456704,0.042630208,0.034765625,0.024023438
1204224,0.042630208,0.038671875,0.024023438
1404928,0.044140625,0.038671875,0.024023438
548864,0.044140625,0.038984375,0.024023438
761856,0.044140625,0.04,0.024023438
727040,0.040286458,0.034765625,0.024023438
7447551.998,0.048098958,0.034765625,0.024023438
538624,0.040286458,0.035078125,0.024023438
466944,0.038723958,0.044479167,0.024023438
1813504,0.038723958,0.039244792,0.024023438
572416,0.038723958,0.038411458,0.024023438
439296,0.048098958,0.043645833,0.024023438
1120256,0.044270833,0.039244792,0.024023438
629760,0.042395833,0.039244792,0.024023438
453632,0.046223958,0.044479167,0.021757813
3112960.001,0.048098958,0.033307292,0.021757813
276480,0.036041667,0.044479167,0.026445313
528384,0.048098958,0.044479167,0.026445313
318464,0.048098958,0.044479167,0.027226563
3201023.999,0.048098958,0.033307292,0.024882813
345088,0.044192708,0.044713542,0.024882813
288768,0.044192708,0.044713542,0.027226563
275456,0.040286458,0.043359375,0.027226563
265216,0.046744792,0.043359375,0.027226563
557056,0.044401042,0.039370072,0.027226563
446464,0.048098958,0.043880208,0.027226563
3279872,0.044140625,0.041588542,0.024882813
369664,0.048098958,0.044713542,0.023320313
254976,0.046276042,0.044088542,0.026445313
4636672.001,0.048098958,0.038932292,0.027226563
1896448.001,0.046536458,0.038932292,0.028789063
837632,0.049817708,0.036901042,0.0259375
889856,0.045911458,0.036328125,0.029570313
2025472,0.045911458,0.038671875,0.030664063
947200,0.049817708,0.044140625,0.030664063
724992,0.048255208,0.037630208,0.0275
4288511.998,0.04578125,0.035286458,0.0325
5045248.002,0.060502973,0.039973958,0.040507813
470016,0.06051789,0.051276042,0.038554688
653312,0.060511068,0.051276042,0.038554688
3347456,0.060516399,0.046744792,0.040507813
820224,0.060390625,0.048671875,0.040507813
824320,0.060390625,0.048671875,0.040507813
2506752.001,0.060390625,0.045182292,0.035820313
475136,0.060390625,0.051276042,0.035820313
4682752.001,0.060390625,0.038411458,0.035820313
529408,0.060390625,0.051276042,0.035429688
628736,0.060390625,0.051276042,0.033867188
544768,0.055859375,0.051276042,0.034257813
3181567.999,0.055859375,0.043619792,0.034257813
550912,0.055859375,0.051276042,0.031523438
1035264,0.060390625,0.048151042,0.031523438
915456,0.053515625,0.048151042,0.031523438
4395007.999,0.053515625,0.042057292,0.040507813
616448,0.047265625,0.049043379,0.029179688
624640,0.060390625,0.051276042,0.031914063
2314240,0.060390625,0.038932292,0.031914063
592896,0.060390625,0.048151042,0.029570313
3972096.001,0.060390625,0.042057292,0.027226563
1396736,0.053515625,0.037890625,0.031914063
1573888,0.051432292,0.047109375,0.038945313
4549632.002,0.056119792,0.039973958,0.036601563
1680383.999,0.048828125,0.039973958,0.026445313
1848320.001,0.039453125,0.037890625,0.036601563
1070080,0.046744792,0.037890625,0.032695313
1446912,0.056119792,0.037890625,0.032695313
717824,0.048307292,0.042578125,0.025273438
924672,0.048307292,0.041015625,0.034648438
4898816.002,0.046744792,0.036328125,0.034648438
1091584,0.046744792,0.041015625,0.025273438
975872,0.038151042,0.041015625,0.029179688
804864,0.056119792,0.041015625,0.034648438
1626112,0.056119792,0.041015625,0.034648438
5192704,0.056119792,0.036328125,0.033085938
841728,0.056119792,0.042578125,0.026054688
1895424,0.054036458,0.041015625,0.034648438
8850432,0.054036458,0.033984375,0.034648438
2228223.999,0.039192708,0.033984375,0.029960938
815104,0.054036458,0.042578125,0.029960938
902144,0.041536458,0.036953125,0.027617188
1154048,0.050390625,0.036171875,0.022929688
1015808,0.041536458,0.036171875,0.036210938
13446144.01,0.054036458,0.030703125,0.036210938
3280896,0.043880208,0.039296875,0.036210938
2085888,0.048828125,0.039296875,0.027617188
771072,0.041536458,0.039296875,0.033867188
3220480.001,0.041536458,0.034609375,0.026835938
2212864,0.054036458,0.037369792,0.025273438
6407168.001,0.051432292,0.031901042,0.030742188
1697792,0.038932292,0.031901042,0.030742188
658432,0.041536458,0.037369792,0.027617188
737280,0.035286458,0.039296875,0.024101563
627712,0.047786458,0.039296875,0.027226563
550912,0.043098958,0.039296875,0.022929688
536576,0.043098958,0.039296875,0.022929688
1732608,0.054036458,0.039296875,0.026835938
10015744,0.054036458,0.030703125,0.026835938
759808,0.050911458,0.039296875,0.023710938
1261568,0.045442708,0.036171875,0.024023438
1702912,0.054036458,0.035390625,0.024023438
2518016,0.050911458,0.032161458,0.024023438
1789952,0.049973958,0.034609375,0.024023438
17330176,0.049973958,0.031901042,0.024023438
1222656,0.047890625,0.037369792,0.024023438
6995968.003,0.047890625,0.030338542,0.024023438
885760,0.049973958,0.037369792,0.024023438
1638400,0.050911458,0.037369792,0.024023438
1565696,0.041536458,0.036171875,0.024023438
1317888,0.050911458,0.036171875,0.024023438
1075200,0.045703125,0.034244792,0.024023438
1068032,0.045703125,0.037369792,0.024023438
789504,0.050911458,0.037890625,0.024023438
3096576,0.044661458,0.034765625,0.024023438
1934336,0.044661458,0.034765625,0.024023438
976896,0.043880208,0.035546875,0.024023438
2339840.001,0.043880208,0.039453125,0.024023438
2134016.001,0.045703125,0.039453125,0.024023438
1402880,0.045703125,0.040078125,0.024023438
901120,0.045703125,0.041015625,0.024023438
909312,0.041536458,0.034765625,0.024023438
1054720,0.041536458,0.036171875,0.024023438
649216,0.039973958,0.047265625,0.024023438
2699263.999,0.039973958,0.041015625,0.024023438
2358271.999,0.039973958,0.038411458,0.024023438
2061311.999,0.050911458,0.044661458,0.024023438
2666496.001,0.045520833,0.041015625,0.024023438
2039808,0.042395833,0.041015625,0.024023438
794624,0.047786458,0.047265625,0.021757813
3509248,0.050911458,0.035390625,0.021757813
528384,0.038151042,0.047265625,0.027226563
747520,0.050911458,0.047265625,0.027226563
706560,0.050911458,0.047265625,0.028007813
3245056,0.050911458,0.035390625,0.024882813
610304,0.050911458,0.047265625,0.024882813
372736,0.045442708,0.048046875,0.024882813
674816,0.045442708,0.048046875,0.028007813
530432,0.041536458,0.044921875,0.028007813
500736,0.048307292,0.044921875,0.027226563
1686527.999,0.044401042,0.041038893,0.027226563
534528,0.050911458,0.042578125,0.021757813
816128,0.050911458,0.045442708,0.028007813
3975168.002,0.045703125,0.043359375,0.024882813
641024,0.050911458,0.048046875,0.023320313
625664,0.049088542,0.046796875,0.027226563
6026239.999,0.050911458,0.040390625,0.028007813
3826688.001,0.047786458,0.040390625,0.030351563
1790975.999,0.050911458,0.038671875,0.025664063
1583104,0.045442708,0.036588542,0.030351563
3618815.999,0.045442708,0.038932292,0.030351563
704512,0.050911458,0.045963542,0.030351563
943104,0.047786458,0.039192708,0.027226563
4730880.002,0.045703125,0.035286458,0.031914063
417792,0.060486417,0.051276042,0.031914063
2949119.999,0.060459671,0.039973958,0.040507813
399360,0.060482016,0.051276042,0.038554688
385024,0.060478484,0.051276042,0.038554688
1992704,0.060474964,0.046744792,0.040507813
776192,0.060390625,0.048671875,0.040507813
1206272,0.060390625,0.048671875,0.040507813
1410048,0.060390625,0.045182292,0.035820313
456704,0.060390625,0.051276042,0.035820313
2636800.001,0.060390625,0.038411458,0.035820313
429056,0.060390625,0.051276042,0.035429688
398336,0.060390625,0.051276042,0.033867188
395264,0.055859375,0.051276042,0.034257813
1871871.999,0.055859375,0.043619792,0.034257813
437248,0.055859375,0.051276042,0.031523438
797696,0.060390625,0.048151042,0.031523438
911360,0.055859375,0.048151042,0.031523438
1991680,0.055859375,0.042057292,0.040507813
580608,0.05171875,0.048904506,0.029179688
484352,0.05796875,0.051276042,0.031914063
2070528,0.05796875,0.038932292,0.031914063
462848,0.05796875,0.048151042,0.029179688
2107392,0.060390625,0.042057292,0.026835938
1070080,0.053515625,0.037890625,0.031523438
866304,0.051432292,0.047109375,0.038554688
1966080,0.056119792,0.041058229,0.036601563
1091584,0.048828125,0.041338716,0.026445313
1372160,0.039453125,0.037890625,0.036601563
986112,0.046744792,0.037890625,0.032695313
1261568,0.056119792,0.037890625,0.032695313
624640,0.048307292,0.042578125,0.025273438
555008,0.048307292,0.041015625,0.034648438
2045952,0.046744792,0.036328125,0.034648438
580608,0.046744792,0.041015625,0.025273438
606208,0.038151042,0.041015625,0.029179688
524288,0.056119792,0.041015625,0.034648438
888832,0.056119792,0.041015625,0.034648438
1917951.999,0.056119792,0.036328125,0.033085938
593920,0.056119792,0.042578125,0.026054688
1242112,0.054036458,0.041015625,0.034648438
1525760,0.039192708,0.033984375,0.029960938
580608,0.054036458,0.042578125,0.029960938
857088,0.041536458,0.036953125,0.027617188
616448,0.050390625,0.036171875,0.022929688
789504,0.041536458,0.036171875,0.036210938
1892352.001,0.041536458,0.036171875,0.032695313
582656,0.043880208,0.039296875,0.036210938
622592,0.048828125,0.039296875,0.027617188
488448,0.048828125,0.039296875,0.027617188
460800,0.041536458,0.039296875,0.036210938
1217536,0.041536458,0.034609375,0.026835938
1384448,0.054036458,0.037369792,0.025273438
2854911.999,0.051432292,0.031901042,0.030742188
1205248,0.038932292,0.031901042,0.030742188
485376,0.041536458,0.037369792,0.027617188
575488,0.035286458,0.039296875,0.024101563
412672,0.047786458,0.039296875,0.027226563
393216,0.043098958,0.039296875,0.022929688
457728,0.043098958,0.039296875,0.022929688
1244160,0.054036458,0.039296875,0.026835938
8005632.001,0.054036458,0.028359375,0.026835938
748544,0.050911458,0.039296875,0.023710938
2348031.999,0.037630208,0.039296875,0.023710938
1624064,0.054036458,0.036171875,0.023710938
866304,0.045442708,0.036171875,0.024023438
1107968,0.054036458,0.035390625,0.024023438
1525760,0.050911458,0.032161458,0.024023438
976896,0.049973958,0.034609375,0.024023438
9788415.999,0.049973958,0.031901042,0.024023438
822272,0.047890625,0.037369792,0.024023438
